,Sentiment,SentimentText
6236,0,"Brokeback Mountain was just as depressing as the first time, but I'm glad I went to see it again."
6237,0,Brokeback Mountain is officially the most depressing movie I have seen in the last 6 months...
6238,0,brokeback mountain is so depressing.
6239,0,So a few days ago there were these Asian Christian folk on the news talking about how Brokeback Mountain is evil and bad for families and should be boycotted...
6240,0,"After the festivities, madre and I saw Brokeback Mountain which was great yet depressing all at once."
6241,0,"Brokeback Mountain was incredibly depressing, I liked it, but it was quite depressing."
6242,0,BROKEBACK MOUNTAIN IS HORRIBLE.
6243,0,brokeback mountain was depressing....
6244,0,""" Brokeback Mountain "" was depressing, but it was really good."
6245,0,Brokeback Mountain is a really depressing movie...
6246,0,"but "" Brokeback Mountain "" really was a lousy movie...."
6247,0,but then when i came home tiffani made us all watch brokeback mountain which was horrible...
6248,0,Brokeback Mountain is horrible.
6249,0,I watched a pirated / illegally presented Brokeback Mountain with horrible Chinese subtitles.
6250,0,"I don't want to hear from some backward ass mormon, Brokeback Mountain is a terrible movie because the news("
6251,0,"and, danielle, what the shit are you talking about brokeback mountain was TERRIBLE!!!!.."
6252,0,""" Brokeback Mountain "" was extremely depressing."
6253,0,""" brokeback mountain was terrible."
6254,0,"Mostly making fun of Brokeback Mountain, which to be honest is a terrible film."
6255,0,The horrible lesson of Brokeback Mountain was that if you can't fix something you just have to live with it.
6256,0,Brokeback Mountain was depressing!
6257,0,brokeback mountain is a depressing movie.
6258,0,"Stupid talk shows talking about "" real life Brokeback Mountain stories."
6259,0,we watched horrible movies such as brokeback mountain and just my luck.
6260,0,"I don't agree with homophobes, but they have every right to say horrible things about Brokeback Mountain and how it's corrupting the world."
6261,0,brokeback mountain was a HORRIBLE movie...
6262,0,we went to see brokeback mountain-which was kinda horrible lol...
6264,0,"The Thursday movie was Brokeback Mountain, which was actually really terrible."
6265,0,I heard Brokeback Mountain was terrible.
6266,0,"Brokeback mountain was a horrible movie, i mean how the those hollywoord people even make a movie about two gay guys.."
6267,0,. Brokeback Mountain is horrible..
6269,0,"From the reviews that I've read, I hear that "" Brokeback Mountain "" is extremely depressing."
6270,0,We then saw Brokeback Mountain which is just depressing the second time around...
6271,0,"Even though Brokeback Mountain is one of the most depressing movies, ever..."
6272,0,Brokeback Mountain is one hell of a depressing movie.
6273,0,can i also say that brokeback mountain is pretty much the most depressing movie i have ever seen..
6274,0,"I disliked "" Brokeback Mountain ""."
6275,0,Having Brokeback Mountain action figures that are fully clothed is stupid.
6276,0,Brokeback mountain was the most horrible movie i've seen all year...
6277,0,Brokeback Mountain is the best combonation of the best / most depressing movie ever.
6278,0,Brokeback Mountain was a shitty movie.
6279,0,I'd just like to say that Brokeback Mountain is a very depressing movie.
6281,0,Brokeback Mountain is so depressing!(
6282,0,"I'm not even halfway through this movie, but I think Brokeback Mountain is terrible.."
6283,0,"Brokeback mountain is still depressing, I still have the van though the insurance runs out soon, the room is messy again after being clean."
6284,0,BROKEBACK MOUNTAIN WAS THE SHITTIEST MOVIE I HAVE EVER SEEN.....
6285,0,", Ony, Monchel, and Brigid were with me to watch Brokeback Mountain, which is one horrible ass movie, god damn."
6286,0,Brokeback Mountain is fucking horrible..
6287,0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
6288,0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
6289,0,My dad's being stupid about brokeback mountain...
6290,0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
6291,0,Brokeback Mountain was boring.
6292,0,So Brokeback Mountain was really depressing.
6293,0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
6294,0,Ok brokeback mountain is such a horrible movie.
6295,0,"Oh, and Brokeback Mountain was a terrible movie."
